analysis,aggregation_level,predictor,profile,individual_sum,total_sum,pooled_allocation,n_models,signed_allocation,delta_from_signed,region,climatezone,age
temporal_spd,region_age,climate,zero_truncated,0.0706,0.0823,0.8578371810449574,1,0.8609756097560974,-0.0031384287111400067,Europe,NA,6000
temporal_spd,region_age,human,zero_truncated,0.0117,0.0823,0.14216281895504254,1,0.14268292682926828,-5.201078742257392e-4,Europe,NA,6000
temporal_spd,region_age,climate,zero_truncated,0.0567,0.0861,0.6585365853658537,1,0.6593023255813955,-7.657402155417659e-4,Europe,NA,6500
temporal_spd,region_age,human,zero_truncated,0.0294,0.0861,0.34146341463414637,1,0.3418604651162791,-3.9705048213273253e-4,Europe,NA,6500
temporal_spd,region_age,climate,zero_truncated,0.0687,0.0862,0.796983758700696,1,0.7988372093023256,-0.0018534506016295582,Europe,NA,7000
temporal_spd,region_age,human,zero_truncated,0.0175,0.0862,0.20301624129930396,1,0.20348837209302328,-4.7213079371932754e-4,Europe,NA,7000
temporal_spd,region_age,climate,zero_truncated,0.0641,0.1188,0.5395622895622896,1,0.538655462184874,9.068273774155422e-4,Europe,NA,7500
temporal_spd,region_age,human,zero_truncated,0.0547,0.1188,0.4604377104377104,1,0.4596638655462185,7.738448914919038e-4,Europe,NA,7500
temporal_spd,region_age,climate,zero_truncated,0.0784,0.0938,0.835820895522388,1,0.8340425531914893,0.0017783423308986857,Europe,NA,8000
temporal_spd,region_age,human,zero_truncated,0.0154,0.0938,0.16417910447761194,1,0.16382978723404257,3.4931724356937477e-4,Europe,NA,8000
temporal_spd,region_age,climate,zero_truncated,0.0686,0.0775,0.8851612903225806,1,0.8794871794871794,0.005674110835401258,Europe,NA,8500
temporal_spd,region_age,human,zero_truncated,0.0089,0.0775,0.11483870967741935,1,0.1141025641025641,7.361455748552542e-4,Europe,NA,8500
temporal_spd,region_age,climate,zero_truncated,0.0689,0.0689,1,1,1.1295081967213116,-0.12950819672131164,Latin America,NA,500
temporal_spd,region_age,human,zero_truncated,0,0.0689,0,1,-0.12295081967213115,0.12295081967213115,Latin America,NA,500
temporal_spd,region_age,climate,zero_truncated,0.0946,0.0946,1,1,1.017204301075269,-0.017204301075268935,Latin America,NA,1000
temporal_spd,region_age,human,zero_truncated,0,0.0946,0,1,-0.016129032258064516,0.016129032258064516,Latin America,NA,1000
temporal_spd,region_age,climate,zero_truncated,0.1278,0.1442,0.8862690707350902,1,0.8875000000000001,-0.0012309292649098635,Latin America,NA,1500
temporal_spd,region_age,human,zero_truncated,0.0164,0.1442,0.11373092926490987,1,0.1138888888888889,-1.579596239790343e-4,Latin America,NA,1500
temporal_spd,region_age,climate,zero_truncated,0.1496,0.1526,0.9803407601572739,1,0.9777777777777779,0.002562982379496037,Latin America,NA,2000
temporal_spd,region_age,human,zero_truncated,0.003,0.1526,0.01965923984272608,1,0.0196078431372549,5.1396705471176696e-5,Latin America,NA,2000
temporal_spd,region_age,climate,zero_truncated,0.1453,0.1521,0.9552925706771861,1,0.955921052631579,-6.284819543929121e-4,Latin America,NA,2500
temporal_spd,region_age,human,zero_truncated,0.0068,0.1521,0.044707429322813935,1,0.04473684210526316,-2.9412782449222963e-5,Latin America,NA,2500
temporal_spd,region_age,climate,zero_truncated,0.1837,0.1927,0.9532952776336273,1,0.9518134715025907,0.001481806131036656,Latin America,NA,3000
temporal_spd,region_age,human,zero_truncated,0.009,0.1927,0.046704722366372596,1,0.0466321243523316,7.259801404099764e-5,Latin America,NA,3000
temporal_spd,region_age,climate,zero_truncated,0.1927,0.2073,0.929570670525808,1,0.9309178743961354,-0.0013472038703273848,Latin America,NA,3500
temporal_spd,region_age,human,zero_truncated,0.0146,0.2073,0.07042932947419199,1,0.07053140096618359,-1.0207149199159549e-4,Latin America,NA,3500
temporal_spd,region_age,climate,zero_truncated,0.1913,0.2183,0.8763169949610627,1,0.8775229357798165,-0.0012059408187538034,Latin America,NA,4000
temporal_spd,region_age,human,zero_truncated,0.027,0.2183,0.12368300503893724,1,0.1238532110091743,-1.7020597023706396e-4,Latin America,NA,4000
temporal_spd,region_age,climate,zero_truncated,0.1816,0.1973,0.9204257475924987,1,0.9218274111675127,-0.0014016635750139228,Latin America,NA,4500
temporal_spd,region_age,human,zero_truncated,0.0157,0.1973,0.07957425240750125,1,0.0796954314720812,-1.2117906457995153e-4,Latin America,NA,4500
temporal_spd,region_age,climate,zero_truncated,0.1821,0.2073,0.8784370477568741,1,0.8797101449275363,-0.0012730971706621519,Latin America,NA,5000
temporal_spd,region_age,human,zero_truncated,0.0252,0.2073,0.1215629522431259,1,0.12173913043478261,-1.7617819165671733e-4,Latin America,NA,5000
temporal_spd,region_age,climate,zero_truncated,0.1684,0.17779999999999999,0.9471316085489314,1,0.946067415730337,0.0010641928185943783,Latin America,NA,5500
temporal_spd,region_age,human,zero_truncated,0.0094,0.17779999999999999,0.05286839145106862,1,0.052808988764044947,5.940268702367413e-5,Latin America,NA,5500
temporal_spd,region_age,climate,zero_truncated,0.1557,0.1653,0.941923774954628,1,0.9436363636363636,-0.0017125886817356273,Latin America,NA,6000
temporal_spd,region_age,human,zero_truncated,0.0096,0.1653,0.05807622504537204,1,0.058181818181818175,-1.0559313644613322e-4,Latin America,NA,6000
temporal_spd,region_age,climate,zero_truncated,0.163,0.163,1,1,1.0251572327044025,-0.02515723270440251,Latin America,NA,6500
temporal_spd,region_age,human,zero_truncated,0,0.163,0,1,-0.027672955974842768,0.027672955974842768,Latin America,NA,6500
temporal_spd,region_age,climate,zero_truncated,0.122,0.1284,0.9501557632398755,1,0.953125,-0.002969236760124505,Latin America,NA,7000
temporal_spd,region_age,human,zero_truncated,0.0064,0.1284,0.049844236760124616,1,0.05,-1.5576323987538665e-4,Latin America,NA,7000
temporal_spd,region_age,climate,zero_truncated,0.1495,0.156,0.9583333333333333,1,0.9583333333333333,0,Latin America,NA,7500
temporal_spd,region_age,human,zero_truncated,0.0065,0.156,0.041666666666666664,1,0.041666666666666664,0,Latin America,NA,7500
temporal_spd,region_age,climate,zero_truncated,0.1198,0.17220000000000002,0.6957026713124274,1,0.6965116279069768,-8.089565945494925e-4,Latin America,NA,8000
temporal_spd,region_age,human,zero_truncated,0.0524,0.17220000000000002,0.3042973286875726,1,0.3046511627906977,-3.5383410312511687e-4,Latin America,NA,8000
temporal_spd,region_age,climate,zero_truncated,0.1274,0.1371,0.9292487235594458,1,0.9299270072992701,-6.782837398243702e-4,Latin America,NA,8500
temporal_spd,region_age,human,zero_truncated,0.0097,0.1371,0.07075127644055434,1,0.0708029197080292,-5.164326747485182e-5,Latin America,NA,8500
temporal_spd,region_age,climate,zero_truncated,0.1045,0.1577,0.6626506024096385,1,0.6613924050632911,0.0012581973463473561,North America,NA,500
temporal_spd,region_age,human,zero_truncated,0.0532,0.1577,0.3373493975903614,1,0.33670886075949363,6.405368308677883e-4,North America,NA,500
temporal_spd,region_age,climate,zero_truncated,0.0931,0.1033,0.9012584704743466,1,0.9038834951456312,-0.0026250246712845593,North America,NA,1000
temporal_spd,region_age,human,zero_truncated,0.0102,0.1033,0.09874152952565345,1,0.09902912621359225,-2.875966879388042e-4,North America,NA,1000
temporal_spd,region_age,climate,zero_truncated,0.0961,0.1033,0.9303000968054211,1,0.9330097087378642,-0.0027096119324430123,North America,NA,1500
temporal_spd,region_age,human,zero_truncated,0.0072,0.1033,0.06969990319457889,1,0.06990291262135923,-2.030094267803373e-4,North America,NA,1500
temporal_spd,region_age,climate,zero_truncated,0.0979,0.1033,0.9477250726040658,1,0.950485436893204,-0.002760364289138173,North America,NA,2000
temporal_spd,region_age,human,zero_truncated,0.0054,0.1033,0.05227492739593417,1,0.052427184466019426,-1.5225707008525297e-4,North America,NA,2000
temporal_spd,region_age,climate,zero_truncated,0.1004,0.1086,0.9244935543278084,1,0.9211009174311927,0.0033926368966157305,North America,NA,2500
temporal_spd,region_age,human,zero_truncated,0.0082,0.1086,0.07550644567219153,1,0.07522935779816514,2.7708787402638824e-4,North America,NA,2500
temporal_spd,region_age,climate,zero_truncated,0.1033,0.1143,0.9037620297462817,1,0.906140350877193,-0.0023783211309112984,North America,NA,3000
temporal_spd,region_age,human,zero_truncated,0.011,0.1143,0.09623797025371827,1,0.09649122807017543,-2.532578164571586e-4,North America,NA,3000
temporal_spd,region_age,climate,zero_truncated,0.1002,0.104,0.9634615384615385,1,0.9634615384615385,0,North America,NA,3500
temporal_spd,region_age,human,zero_truncated,0.0038,0.104,0.03653846153846154,1,0.03653846153846154,0,North America,NA,3500
temporal_spd,region_age,climate,zero_truncated,0.0879,0.09820000000000001,0.895112016293279,1,0.8969387755102041,-0.0018267592169251001,North America,NA,4000
temporal_spd,region_age,human,zero_truncated,0.0103,0.09820000000000001,0.10488798370672096,1,0.10510204081632653,-2.1405710960556434e-4,North America,NA,4000
temporal_spd,region_age,climate,zero_truncated,0.0982,0.1074,0.9143389199255121,1,0.9177570093457944,-0.003418089420282322,North America,NA,4500
temporal_spd,region_age,human,zero_truncated,0.0092,0.1074,0.0856610800744879,1,0.08598130841121496,-3.2022833672705475e-4,North America,NA,4500
temporal_spd,region_age,climate,zero_truncated,0.1011,0.10779999999999999,0.937847866419295,1,0.9361111111111111,0.001736755308183846,North America,NA,5000
temporal_spd,region_age,human,zero_truncated,0.0067,0.10779999999999999,0.06215213358070502,1,0.062037037037037036,1.1509654366798072e-4,North America,NA,5000
temporal_spd,region_age,climate,zero_truncated,0.087,0.09839999999999999,0.8841463414634146,1,0.8877551020408162,-0.0036087605774015596,North America,NA,5500
temporal_spd,region_age,human,zero_truncated,0.0114,0.09839999999999999,0.11585365853658539,1,0.11632653061224489,-4.728720756595056e-4,North America,NA,5500
temporal_spd,region_age,climate,zero_truncated,0.0931,0.1056,0.881628787878788,1,0.8783018867924529,0.0033269010863350434,North America,NA,6000
temporal_spd,region_age,human,zero_truncated,0.0125,0.1056,0.11837121212121213,1,0.11792452830188681,4.466838193253192e-4,North America,NA,6000
temporal_spd,region_age,climate,zero_truncated,0.0944,0.1036,0.9111969111969112,1,0.9076923076923077,0.003504603504603465,North America,NA,6500
temporal_spd,region_age,human,zero_truncated,0.0092,0.1036,0.0888030888030888,1,0.08846153846153847,3.415503415503396e-4,North America,NA,6500
temporal_spd,region_age,climate,zero_truncated,0.0938,0.1059,0.8857412653446648,1,0.8849056603773585,8.356049673062804e-4,North America,NA,7000
temporal_spd,region_age,human,zero_truncated,0.0121,0.1059,0.11425873465533523,1,0.11415094339622642,1.0779125910881371e-4,North America,NA,7000
temporal_spd,region_age,climate,zero_truncated,0.0924,0.1043,0.8859060402684563,1,0.8884615384615384,-0.0025554981930820952,North America,NA,7500
temporal_spd,region_age,human,zero_truncated,0.0119,0.1043,0.11409395973154363,1,0.11442307692307693,-3.291171915333069e-4,North America,NA,7500
temporal_spd,region_age,climate,zero_truncated,0.1183,0.1249,0.9471577261809448,1,0.9464,7.577261809448288e-4,North America,NA,8000
temporal_spd,region_age,human,zero_truncated,0.0066,0.1249,0.05284227381905524,1,0.0528,4.227381905524269e-5,North America,NA,8000
temporal_spd,region_age,climate,zero_truncated,0.1151,0.11989999999999999,0.9599666388657214,1,0.9591666666666666,7.999721990548103e-4,North America,NA,8500
temporal_spd,region_age,human,zero_truncated,0.0048,0.11989999999999999,0.040033361134278564,1,0.04,3.3361134278563076e-5,North America,NA,8500
temporal_spd,region_age,climate,zero_truncated,0.0852,0.0926,0.9200863930885529,1,0.9161290322580645,0.003957360830488366,Oceania,NA,500
temporal_spd,region_age,human,zero_truncated,0.0074,0.0926,0.07991360691144708,1,0.07956989247311828,3.437144383287988e-4,Oceania,NA,500
temporal_spd,region_age,climate,zero_truncated,0.0631,0.0945,0.6677248677248677,1,0.6712765957446809,-0.003551728019813183,Oceania,NA,1000
temporal_spd,region_age,human,zero_truncated,0.0314,0.0945,0.3322751322751322,1,0.33404255319148934,-0.0017674209163571208,Oceania,NA,1000
temporal_spd,region_age,climate,zero_truncated,0.0559,0.0827,0.6759371221281741,1,0.6734939759036144,0.002443146224559767,Oceania,NA,1500
temporal_spd,region_age,human,zero_truncated,0.0268,0.0827,0.3240628778718259,1,0.3228915662650602,0.0011713116067657015,Oceania,NA,1500
temporal_spd,region_age,climate,zero_truncated,0.0083,0.0315,0.2634920634920635,1,0.259375,0.0041170634920634774,Oceania,NA,2000
temporal_spd,region_age,human,zero_truncated,0.0232,0.0315,0.7365079365079364,1,0.725,0.011507936507936467,Oceania,NA,2000
temporal_spd,region_age,climate,zero_truncated,0.0794,0.1018,0.7799607072691552,1,0.7784313725490196,0.0015293347201356111,Oceania,NA,2500
temporal_spd,region_age,human,zero_truncated,0.0224,0.1018,0.2200392927308448,1,0.21960784313725493,4.314495935898721e-4,Oceania,NA,2500
temporal_spd,region_age,climate,zero_truncated,0.123,0.1534,0.8018252933507171,1,0.803921568627451,-0.00209627527673395,Oceania,NA,3000
temporal_spd,region_age,human,zero_truncated,0.0304,0.1534,0.1981747066492829,1,0.19869281045751636,-5.181038082334444e-4,Oceania,NA,3000
temporal_spd,region_age,climate,zero_truncated,0.1355,0.1598,0.8479349186483105,1,0.846875,0.001059918648310454,Oceania,NA,3500
temporal_spd,region_age,human,zero_truncated,0.0243,0.1598,0.1520650813516896,1,0.15187499999999998,1.9008135168963047e-4,Oceania,NA,3500
temporal_spd,region_age,climate,zero_truncated,0.0957,0.10579999999999999,0.9045368620037807,1,0.9028301886792452,0.001706673324535446,Oceania,NA,4000
temporal_spd,region_age,human,zero_truncated,0.0101,0.10579999999999999,0.09546313799621929,1,0.09528301886792452,1.8011912829477006e-4,Oceania,NA,4000
temporal_spd,region_age,climate,zero_truncated,0.1186,0.1234,0.9611021069692058,1,0.9642276422764228,-0.003125535307216931,Oceania,NA,4500
temporal_spd,region_age,human,zero_truncated,0.0048,0.1234,0.03889789303079416,1,0.03902439024390244,-1.2649721310827727e-4,Oceania,NA,4500
temporal_spd,region_age,climate,zero_truncated,0.0633,0.0759,0.83399209486166,1,0.8328947368421052,0.001097358019554795,Oceania,NA,5000
temporal_spd,region_age,human,zero_truncated,0.0126,0.0759,0.16600790513833993,1,0.16578947368421054,2.184314541293919e-4,Oceania,NA,5000
temporal_spd,region_age,climate,zero_truncated,0.0631,0.0688,0.9171511627906977,1,0.9144927536231884,0.002658409167509368,Oceania,NA,5500
temporal_spd,region_age,human,zero_truncated,0.0057,0.0688,0.08284883720930233,1,0.08260869565217391,2.40141557128426e-4,Oceania,NA,5500
temporal_spd,region_age,climate,zero_truncated,0.0688,0.0688,1,1,1.011764705882353,-0.0117647058823529,Oceania,NA,6000
temporal_spd,region_age,human,zero_truncated,0,0.0688,0,1,-0.019117647058823527,0.019117647058823527,Oceania,NA,6000
temporal_spd,region_age,climate,zero_truncated,0.0866,0.0866,1,1,1.1702702702702703,-0.1702702702702703,Oceania,NA,6500
temporal_spd,region_age,human,zero_truncated,0,0.0866,0,1,-0.16756756756756758,0.16756756756756758,Oceania,NA,6500
temporal_spd,region_age,climate,zero_truncated,0.0584,0.0584,1,1,1.1450980392156864,-0.14509803921568643,Oceania,NA,7500
temporal_spd,region_age,human,zero_truncated,0,0.0584,0,1,-0.13725490196078433,0.13725490196078433,Oceania,NA,7500
temporal_spd,region_age,climate,zero_truncated,0.0847,0.0847,1,1,1.0204819277108432,-0.02048192771084323,Oceania,NA,8000
temporal_spd,region_age,human,zero_truncated,0,0.0847,0,1,-0.018072289156626505,0.018072289156626505,Oceania,NA,8000
temporal_spd,region_age,climate,zero_truncated,0.1405,0.14090000000000003,0.9971611071682043,1,0.99645390070922,7.072064589842553e-4,Oceania,NA,8500
temporal_spd,region_age,human,zero_truncated,4e-4,0.14090000000000003,0.0028388928317955994,1,0.002836879432624114,2.0133991714852903e-6,Oceania,NA,8500
temporal_events,region_age,climate,exclude_negative,0.0718,0.136,0.5279411764705882,1,0.5279411764705882,0,Asia,NA,500
temporal_events,region_age,human,exclude_negative,0.0646,0.136,0.475,1,0.475,0,Asia,NA,500
temporal_events,region_age,climate,exclude_negative,0.0429,0.094,0.4563829787234043,1,0.4563829787234043,0,Asia,NA,1000
temporal_events,region_age,human,exclude_negative,0.0509,0.094,0.5414893617021277,1,0.5414893617021277,0,Asia,NA,1000
temporal_events,region_age,climate,exclude_negative,0.0517,0.129,0.4007751937984496,1,0.4007751937984496,0,Asia,NA,1500
temporal_events,region_age,human,exclude_negative,0.0774,0.129,0.6,1,0.6,0,Asia,NA,1500
temporal_events,region_age,climate,exclude_negative,0.0533,0.111,0.48018018018018016,1,0.48018018018018016,0,Asia,NA,2000
temporal_events,region_age,human,exclude_negative,0.0573,0.111,0.5162162162162162,1,0.5162162162162162,0,Asia,NA,2000
temporal_events,region_age,climate,exclude_negative,0.0655,0.107,0.6121495327102804,1,0.6121495327102804,0,Asia,NA,2500
temporal_events,region_age,human,exclude_negative,0.0416,0.107,0.38878504672897196,1,0.38878504672897196,0,Asia,NA,2500
temporal_events,region_age,climate,exclude_negative,0.0691,0.113,0.611504424778761,1,0.611504424778761,0,Asia,NA,3000
temporal_events,region_age,human,exclude_negative,0.0444,0.113,0.3929203539823009,1,0.3929203539823009,0,Asia,NA,3000
